taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	GTDB-tk Lineage	ANI Cluster ID	ANI Cluster Type	IMG Release/Pipeline Version	IMG Submission ID	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Comments	Funding Agency	High Quality	Has Coverage	Is Public	NCBI Taxon ID	Release Date	Strain	Submission Type	User Access	Alternative Contact Email	Alternative Contact Name	Alternative2 Contact Emails	Alternative2 Contact Names	Contact Email	Contact Name	Funding Program	Funding Year	Is Published	PMO Project ID	Pubmed ID	Relevance	NCBI Assembly Accession	NCBI Bioproject Accession	NCBI Biosample Accession	NCBI GenBank ID	Sequencing Depth	Sequencing Method	Sequencing Quality	Sequencing Status	Sequencing Strategy	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Biotic Relationships	Cell Arrangement	Cell Shape	Culture Type	Cultured	Diseases	Energy Source	Gram Staining	Metabolism	Motility	Oxygen Requirement	Phenotype	Sporulation	Temperature Range	Type Strain	Uncultured Type	Altitude In Meters	Chlorophyll Concentration	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation	Isolation Country	Latitude	Longhurst Code	Longhurst Description	Longitude	Nitrate Concentration	Oxygen Concentration	pH	Pressure	Salinity	Salinity Concentration	Sample Collection Date	Sample Collection Temperature	Subsurface In Meters	HMP ID	Hospital Visits	Host Gender	Host Name	Medical Record Number	Sample Body Site	Sample Body Subsite	Proportal Ecotype	Proportal Isolation	Proportal Ocean	Proportal Station	Proportal WOA Dissolved Oxygen	Proportal WOA Nitrate	Proportal WOA Phosphate	Proportal WOA Salinity	Proportal WOA Silicate	Proportal WOA Temperature	Genome Size   * assembled	Gene Count   * assembled	Scaffold Count   * assembled	Genome Bin Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	GC   * assembled	Coding Base Count   * assembled	Coding Base Count %   * assembled	Coding Base Count NP 	Coding Base Count NP % 	CDS Count   * assembled	CDS %   * assembled	RNA Count   * assembled	RNA %  * assembled	rRNA Count   * assembled	5S rRNA Count   * assembled	16S rRNA Count   * assembled	18S rRNA Count   * assembled	23S rRNA Count   * assembled	28S rRNA Count   * assembled	tRNA Count   * assembled	Other RNA Count   * assembled	Unchar Count 	Unchar % 	w/ Func Pred Count   * assembled	w/ Func Pred %   * assembled	w/o function prediction  * assembled	w/o function prediction %  * assembled	Orthologs Count	Orthologs %	Paralogs Count	Paralogs %	Revised Count 	Revised % 	Fused Count 	Fused % 	Fusion Component Count 	Fusion component % 	COG Count   * assembled	COG %   * assembled	KOG Count 	KOG % 	Pfam Count   * assembled	Pfam %   * assembled	TIGRfam Count   * assembled	TIGRfam %   * assembled	Enzyme Count   * assembled	Enzyme %   * assembled	KEGG Count   * assembled	KEGG %   * assembled	Not KEGG Count   * assembled	Not KEGG %   * assembled	KO Count   * assembled	KO %   * assembled	Not KO Count   * assembled	Not KO %   * assembled	MetaCyc Count   * assembled	MetaCyc %   * assembled	Not MetaCyc Count   * assembled	Not MetaCyc %   * assembled	IMG Term Count 	IMG Term % 	IMG Pathwawy Count 	IMG Pathway % 	IMG Parts List Count 	IMG Parts List % 	MyIMG Annotation Count	MyIMG Annotation %	Signal Peptide Count 	Signal Peptide % 	Transmembrane Count 	Transmembrane % 	Horizontally Transferred Count	Horizontally Transferred %	Genome Property Count 	Genome Property % 	Ortholog Group Count	Paralog Group Count	COG Cluster Count   * assembled	KOG Cluster Count 	Pfam Cluster Count   * assembled	TIGRfam Cluster Count   * assembled	IMG Cluster Count	IMG Cluster %	Biosynthetic Cluster Gene Count	Biosynthetic Cluster Gene %	Biosynthetic Cluster Count	Predicted Viruses  * assembled	Estimated Number of Genomes  * assembled	Estimated Average Genome Size  * assembled	Estimated number of genomes - Marker genes average  * assembled	Estimated number of genomes - Marker genes median  * assembled	Estimated number of genomes - Marker genes mode  * assembled	Standard deviation of marker gene counts  * assembled	JGI Project ID / ITS SP ID	ITS AP ID	ITS SP ID	ITS Proposal ID	JGI Data Utilization Status	GPTS Proposal ID	Number of Filtered Reads   * assembled	Number of Mapped Reads   * assembled	% Assembled Reads   * assembled	Total Filtered Bases   * assembled	Total Mapped Bases   * assembled	Average Coverage of Assembled Sequences   * assembled	
3300006635	*Microbiome	Permanent Draft	Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA	Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA - NGEE Permafrost154B-three	DOE Joint Genome Institute (JGI)	3300006635	Environmental	Terrestrial	Soil	Unclassified	Permafrost	Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA		0	0	0	74786	Ga0075526	Metagenome Analysis	Gp0116221	Gs0084162	2015-11-22	MEGAHIT v. MEGAHIT v0.2.0		E; D; O		Yes	Yes	0	2016-05-27		Primary				janet.jansson@pnnl.gov; sgtringe@lbl.gov	Janet Jansson; Susannah Tringe	janet.jansson@pnnl.gov	Janet Jansson	CSP	2013	No	0				PRJNA375636	SAMN06343938			Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Unclassified	Soil	Permafrost					No																USA: Barrow Environmental Observatory site, Alaska	Arctic peat soil	Peat soil	USA	71.299			-156.61							2012/4/13			0											0	0	0	0	0	0	84044969	305389	273189	0	85	54341898	64.65812	83851477	99.77	0	0	304090	99.57	1299	.43	383	35	85	11	240	12	916	0	0	0	108388	35.49	195702	64.08	0	0	0	0	0	0	0	0	0	0	149196	48.85	0	0	120673	39.51	0	0	79257	25.95	78248	25.62	225842	73.95	126553	41.44	177537	58.13	50627	16.58	253463	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4135	0	4721	0	0	0	0	0	0	0	26	3232498	30.87	28	26	14.34	1074530	1074513	1074530	1044	Unrestricted		0	0	0	0	0	0	
3300010407	*Microbiome	Permanent Draft	Microbial communities from soil contaminated with neutral mine drainage from mine area in Canaa dos Carajas, Brazil	Microbial communities from soil contaminated with neutral mine drainage from mine area in Canaa dos Carajas, Brazil - beginning channel, sample P3	Illumina	3300010407	Environmental	Terrestrial	Soil	Unclassified	Contaminated	Microbial communities from soil contaminated with neutral mine drainage from mine area in Canaa dos Carajas, Brazil		0	0	IMG Annotation Pipeline v.4.11.4	96659	Ga0136843	Metagenome Analysis	Gp0155389	Gs0121456	2016-09-15	IDBA UD	released per JGI data release policy			No	Yes	0	2019-11-01		Primary		leticiabp11@gmail.com	Leticia Pereira	leticiabp11@gmail.com	Leticia Pereira	leticiabp11@gmail.com	Leticia Pereira			No	0									Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Unclassified	Soil	Contaminated					No																Canaa dos Carajas, PA, Brazil	soil	soil surface		-6.42916667			-50.06611111										0											0	0	0	0	0	0	5467419	14291	11210	0	2	3349265	61.25861	5458264	99.83	0	0	14217	99.48	74	.52	13	2	2	0	5	4	61	0	0	0	14291	100	-74	-.52	0	0	0	0	0	0	0	0	0	0	7585	53.08	0	0	6738	47.15	0	0	2844	19.9	2945	20.61	11272	78.87	4767	33.36	9450	66.13	1780	12.46	12437	87.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2137	0	2331	0	0	0	0	0	0	0	0	0	2.07	2	2	1.6	0	0	0				0	0	0	0	0	0	
3300000530	*Microbiome	Permanent Draft	Acid mine drainage (AMD) microbial communities from Fan Kou Mine, Shaoguan city, Guangdong Province, China	Acid mine drainage (AMD) microbial communities from Fan Kou Mine, Shaoguan city, Guangdong Province, China - PRO_U	Macrogen	3300000530	Environmental	Aquatic	Freshwater	Groundwater	Mine drainage	Acid mine drainage (AMD) microbial communities from Fan Kou Mine, Shaoguan city, Guangdong Province, China		0	0	0	11355	Ga0011597	Metagenome Analysis	Gp0054997	Gs0083745	2012-11-26		released per JGI data release policy			No	Yes	0	2019-11-01		Primary		biohumin@163.com	Hu min	humin@soil.gd.cn	Hu min	humin@soil.gd.cn	Hu min			No	0								Illumina HiSeq 2000		Complete	Metagenome	Environmental	Aquatic	Groundwater	Freshwater	Mine drainage					No														1	47	Fankou, Shaoguan City, China	Acid mine drainage	Fankou Pb-Zn mine	China	24.814784			113.602638			4.5				2009/9/1	28 C		0											0	0	0	0	0	0	5290185	8196	2291	0	7	2062125	38.98	5266967	99.56	0	0	8082	98.61	114	1.39	14	2	5	0	7	0	100	0	0	0	3634	44.34	4448	54.27	0	0	0	0	0	0	0	0	0	0	3859	47.08	0	0	3707	45.23	0	0	1338	16.33	1393	17	6689	81.61	2411	29.42	5671	69.19	865	10.55	7217	88.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1790	0	1923	0	0	0	0	0	0	22	0	0	1.62	1	1	.9	0	0	0				0	0	0	0	0	0	
3300030000	*Microbiome	Permanent Draft	Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden	I_Fen_N3 coassembly	DOE Joint Genome Institute (JGI)	3300030000	Environmental	Terrestrial	Soil	Peat	Fen	Peat permafrost microbial communities from Stordalen Mire near Abisko, Sweden		0	0	IMG Annotation Pipeline v.4.16.5	198678	Ga0311337	Combined Assembly	Gp0312875	Gs0134627	2018-10-10	spades v. 3.12.0				Yes	Yes	0	2018-10-10		Primary				saleska@email.arizona.edu; houghm@email.arizona.edu; ellen.dorrepaal@umu.se; blazewicz@llnl.gov; jchanton@fsu.edu; vrich@email.arizona.edu; malak.m.tfaily@gmail.com	Scott Saleska; Moira Hough; Ellen Dorrepaal; Steven Blazewicz; Jeffrey Chanton; Virginia Rich; Malak Tfaily	saleska@email.arizona.edu	Scott Saleska	CSP-EMSL	2018	No	0				PRJNA539555	SAMN11532193			Illumina NovaSeq	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Peat	Soil	Fen					No														0		Sweden: Abisko, Stordalen Mire	fen	peat	Sweden	n/a			n/a							2016/10/21			0											0	0	0	0	0	0	4060692643	9425908	7748658	0	1792	2199089854	54.16	4054684487	99.85	0	0	9384053	99.56	41855	.44	9896	1371	2830	338	4827	530	31959	0	0	0	5526263	58.63	3857790	40.93	0	0	0	0	0	0	0	0	0	0	4617026	48.98	0	0	4591510	48.71	0	0	2193981	23.28	2253109	23.9	7130944	75.65	3712812	39.39	5671241	60.17	1365361	14.49	8018692	85.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4793	0	10931	0	0	0	0	0	0	199	963	4216710	1049.39	963	0	369.92	1197076	1225094	1197075	503547	Unrestricted		0	0	0	0	0	0	
3300011918	*Microbiome	Permanent Draft	Mine pit pond microbial communities from Vermont, USA	Mine pit pond microbial communities from Vermont, USA - 2S	University of Vermont	3300011918	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Mine pit pond	Mine pit pond microbial communities from Vermont, USA		0	0	IMG Annotation Pipeline v.4.13.0	104539	Ga0120090	Metagenome Analysis	Gp0137480	Gs0118613	2016-11-21	Custom JGI assembly, Nielsen et. al.	released per Natalia: IMGSUPP-1553			Yes	Yes	0	2018-05-18		Primary										Yes	0	27896068	Environmental		PRJNA277916	SAMN03400198			Illumina HiSeq 2000		Complete	Metagenome	Environmental	Aquatic	Alkaline	Non-marine Saline and Alkaline	Mine pit pond					No																USA: Vermont	Mine pit pond	Asbestos mine pit pond water	USA	43.727094			-72.425964							2012/8/7			0			mine drainage metagenome								0	0	0	0	0	0	60847604	110478	68977	10	19	30195237	49.62436	60691403	99.74	0	0	109487	99.1	991	.9	139	28	36	6	62	7	852	0	0	0	110478	100	-991	-.9	0	0	0	0	0	0	0	0	0	0	64295	58.2	0	0	63188	57.2	0	0	32142	29.09	32907	29.79	76580	69.32	51338	46.47	58149	52.63	20832	18.86	88655	80.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3263	0	4268	0	0	0	150	.14	6	15	27	2253614	27.86	27	27	7.41	0	0	0				0	0	0	0	0	0	
2236876016	*Microbiome	Permanent Draft	Deep Underground Science and Engineering Laboratory groundwater microbial communities from South Dakota, US	Mine water biofilm microbial communities from Lead, South Dakota, sample from rock fracture pool HS4850BF040511-1	University of Florida	2236876016	Environmental	Aquatic	Freshwater	Groundwater	Unclassified	Deep Underground Science and Engineering Laboratory groundwater microbial communities from South Dakota, US		0	0	0	7038	Ga0011249	Metagenome Analysis	Gp0053902	Gs0051017	2012-02-18		released per PI			No	Yes	0	2019-09-30		Reanalysis		dave.bergmann@bhsu.edu	David Bergmann	dave.bergmann@bhsu.edu	David Bergmann	dave.bergmann@bhsu.edu	David Bergmann			No	0								454 GS FLX Titanium		Complete	Metagenome	Environmental	Aquatic	Groundwater	Freshwater	Unclassified					No														1478	1615	Deep Underground Science and Engineering Laboratory, Lead, SD, USA	Deep Underground Science and Engineering Laboratory groundwater	below borehole, 17 ledge north header		44.3427			-103.7606			8.53				2011/4/5	30 C		0											0	0	0	0	0	0	9921452	15836	8072	0	18	5776300	58.22	9887197	99.65	0	0	15655	98.86	181	1.14	50	4	15	2	29	0	131	0	0	0	8933	56.41	6722	42.45	0	0	11366	71.77	0	0	0	0	0	0	8266	52.2	0	0	8547	53.97	0	0	3151	19.9	3345	21.12	12310	77.73	5521	34.86	10134	63.99	2186	13.8	13469	85.05	0	0	0	0	0	0	0	0	4313	27.24	2492	15.74	0	0	0	0	0	0	2166	0	2530	953	0	0	0	0	0	0	0	0	2.71	3	3	1.81	0	0	0				0	0	0	0	0	0	
3300003127	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Los Rueldos abandoned Hg mine in Spain	Acid mine drainage microbial communities from Los Rueldos abandoned Hg mine in Spain - Sample B1B	Institute of Catalysis, The Higher Council for Scientific Research (CSIC)	3300003127	Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	Acid mine drainage microbial communities from Los Rueldos abandoned Hg mine in Spain		0	0	0	45586	Ga0052266	Metagenome Analysis	Gp0097858	Gs0111449	2014-07-31		Made public because these are downloaded from Genbank			No	Yes	0	2014-08-01		Primary		jmallajosyula@lbl.gov	Jyothi Mallajosyula	mferrer@icp.csic.es	Manuel Ferrer	mferrer@icp.csic.es	Manuel Ferrer			Yes	0	24430486			PRJNA193664	SAMN02954279	AUZY00000000	1x	454	Level 1: Standard Draft	Complete	Metagenome	Environmental	Aquatic	Groundwater	Freshwater	Acid Mine Drainage					No														.03 to .5		Vally of Mogao stream, Los Rueldos site, NW Spain	Acid mine drainage	Acid streamer/mats thriving at Los Rueldos abandoned Hg mine	Spain	43.25			-5.7666667							2010/6/1			0											0	0	0	0	0	0	14901674	24340	13235	1	2	9459787	63.48	14858455	99.71	0	0	24066	98.87	274	1.13	29	6	13	0	10	0	245	0	0	0	14110	57.97	9956	40.9	0	0	0	0	0	0	0	0	0	0	16520	67.87	0	0	15310	62.9	0	0	7046	28.95	7087	29.12	16979	69.76	11794	48.46	12272	50.42	5002	20.55	19064	78.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2693	0	2771	0	0	0	0	0	0	0	0	0	5.02	5	2	3.14	0	0	0				0	0	0	0	0	0	
3300046532	*Microbiome	Permanent Draft	Seawater and ice microbial communities from Arctic Ocean	Seawater microbial communities from Arctic Ocean - MOSAiC PS122_328	DOE Joint Genome Institute (JGI)	3300046532	Environmental	Aquatic	Marine	Oceanic	Unclassified	Seawater and ice microbial communities from Arctic Ocean		0	0	IMG Annotation Pipeline v.5.0.23	254380	Ga0491191	Metagenome Analysis	Gp0561257	Gs0153906	2021-08-02	metaspades v. 3.15.2	released based on JGI ITS			Yes	Yes	0	2021-09-26		Primary				stefan.bertilsson@slu.se; charlotte.havermans@awi.de; valentin@awi.de; pauline.snoeijs-leijonmalm@su.se; jsbowman@ucsd.edu; rolf.gradinger@uit.no; a.duncan@uea.ac.uk; katja.metfies@awi.de; vincent.moulton@cmp.uea.ac.uk; annav@unis.no; aula@norceresearch.no; t.mock@uea.ac.uk; afong@dmawi.de; richard.leggett@earlham.ac.uk; gunnar.bratbak@uib.no; clara.hoppe@awi.de; wboulton12@gmail.com; h.schaefer@warwick.ac.uk	Stefan Bertilsson; Charlotte Havermans; Klaus Valentin; Pauline Leijonmalm; Jeff Bowman; Rolf Gradinger; Anthony Duncan; Katja Metfies; Vincent Moulton; Anna Vader; Aud Larsen; Thomas Mock; Allison Fong; Richard Leggett; Gunnar Bratbak; Clara Jule Marie Hoppe; William Boulton; Hendrik Schaefer	t.mock@uea.ac.uk	Thomas Mock	CSP	2020	No	0								Illumina NovaSeq S4	Level 1: Standard Draft	Complete	Metagenome	Environmental	Aquatic	Oceanic	Marine	Unclassified					No														51		Arctic Ocean	Seawater	seawater	Arctic Ocean	87.5518			102.0858							2020/1/16			0											0	0	0	0	0	0	1832714939	2692203	1336560	86	1291	886648412	48.38	1828983192	99.8	0	0	2664998	98.99	27205	1.01	2917	789	572	355	769	432	24288	0	0	0	1455537	54.06	1209461	44.92	0	0	0	0	0	0	0	0	0	0	1400064	52	0	0	1401390	52.05	359296	13	576127	21.4	591651	21.98	2073347	77.01	906692	33.68	1758306	65.31	386122	14.34	2278876	84.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4612	0	7898	2949	0	0	0	0	0	0	534	3432050	517.47	498	534	141.83	1290844	1290824	1290844	505419	Unrestricted		433300950	265263982	61.22	64722717820	39622820708	21.62	
3300014052	*Microbiome	Permanent Draft	Permafrost microbial communities from Nunavut, Canada to study carbon cycling	Permafrost microbial communities from Nunavut, Canada - A23_35cm_12M	University of Tennessee	3300014052	Environmental	Terrestrial	Soil	Unclassified	Permafrost	Permafrost microbial communities from Nunavut, Canada to study carbon cycling		0	0	IMG Annotation Pipeline v.4.14.6	119252	Ga0120109	Metagenome Analysis	Gp0137522	Gs0118621	2017-03-11	Custom JGI assembly, Nielsen et. al.	released per Natalia: IMGSUPP-1553			Yes	Yes	0	2018-05-18		Primary										Yes	0	25414511	Environmental		PRJNA261849	SAMN03075748			Illumina HiSeq 2000		Complete	Metagenome	Environmental	Terrestrial	Unclassified	Soil	Permafrost					No														.35		Canada: Axel Heiberg Island, Nunavut	Permafrost	Permafrost	Canada														0			permafrost metagenome								0	0	0	0	0	0	338184024	865044	662412	0	30	220160436	65.1	337860694	99.9	0	0	862313	99.68	2731	.32	344	44	95	1	203	1	2387	0	0	0	865044	100	-2731	-.32	0	0	0	0	0	0	0	0	0	0	444608	51.4	0	0	395190	45.68	0	0	181068	20.93	180966	20.92	681347	78.76	287074	33.19	575239	66.5	119386	13.8	742927	85.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3816	0	5148	0	0	0	0	0	0	0	69	4901217	97.24	91	69	37.47	0	0	0				0	0	0	0	0	0	
3300038704	*Microbiome	Permanent Draft	Mine wastewater microbial communities from active nickel and copper mine in Ontario, Canada	Mine wastewater microbial communities from active nickel and copper mine in Ontario, Canada - Reservoir_2m_Nov	Banfield Lab, University of California, Berkeley	3300038704	Engineered	Wastewater	Industrial wastewater	Mine water	Unclassified	Mine wastewater microbial communities from active nickel and copper mine in Ontario, Canada		0	0	IMG Annotation Pipeline v.5.0.15	217041	Ga0236664	Metagenome Analysis	Gp0272790	Gs0132928	2020-04-08	Custom JGI assembly, Nielsen et. al.				Yes	Yes	0			Primary										No	0		Environmental		PRJNA379596	SAMN06612091			Illumina HiSeq 1500		Complete	Metagenome	Engineered	Wastewater	Mine water	Industrial wastewater	Unclassified					No																Canada: Ontario	mine wastewater	oxidation reservoir, open water 2 m	Canada	46.983333			-81.533333							2014/11			0											0	0	0	0	0	0	68827097	86739	22901	6	12	37471886	54.44	68679050	99.78	0	0	85781	98.9	958	1.1	115	29	31	2	50	3	843	0	0	0	64108	73.91	21673	24.99	0	0	0	0	0	0	0	0	0	0	62093	71.59	0	0	61152	70.5	20167	23	23606	27.21	25138	28.98	60643	69.91	42393	48.87	43388	50.02	14957	17.24	70824	81.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3616	0	4465	2099	0	0	0	0	0	0	19	3622478	20.03	19	0	3.72	0	0	0				0	0	0	0	0	0	
3300012980	*Microbiome	Permanent Draft	Weathered mine tailings microbial communities from Hibbing, Minnesota, USA	Weathered mine tailings microbial communities from Hibbing, Minnesota, USA - DCW15	University of Minnesota - Twin Cities	3300012980	Environmental	Terrestrial	Geologic	Mine	Unclassified	Weathered mine tailings microbial communities from Hibbing, Minnesota, USA		0	0	IMG Annotation Pipeline v.4.14.3	109787	Ga0168315	Metagenome Analysis	Gp0194004	Gs0127468	2017-01-10	metaSPAdes	released by JGI data releasing policy			Yes	Yes	0	2020-03-03		Primary		daniel.s.jones@nmt.edu	Daniel Jones	daniel.s.jones@nmt.edu	Daniel Jones	daniel.s.jones@nmt.edu	Daniel Jones			No	0								Illumina HiSeq		Complete	Metagenome	Environmental	Terrestrial	Mine	Geologic	Unclassified					No																Hibbing, MN, USA	Weathered mine tailings	Humidity cell experiment	USA	47.432362			-92.940835										0											0	0	0	0	0	0	45382623	65345	28410	5	51	26787619	59.03	45284438	99.78	0	0	64724	99.05	621	.95	67	10	23	2	30	2	554	0	0	0	65345	100	-621	-.95	0	0	0	0	0	0	0	0	0	0	39271	60.1	0	0	39500	60.45	0	0	15612	23.89	16142	24.7	48582	74.35	26951	41.24	37773	57.81	9867	15.1	54857	83.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3288	0	4302	0	0	0	0	0	0	0	10	4538262	11.47	11	10	2.93	0	0	0				0	0	0	0	0	0	
2084038005	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Yunfu, Dabaoshan, and Foukou, China, of pyrites, lead-zinc tailings, and polymetallic ore	Acid Mine Drainage metagenome from Dabaoshan	Sun Yat-Sen University	2084038005	Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	Acid mine drainage microbial communities from Yunfu, Dabaoshan, and Foukou, China, of pyrites, lead-zinc tailings, and polymetallic ore		0	0	0	1798	Ga0010914	Metagenome Analysis	Gp0051832	Gs0046239	2010-11-27		released per JGI data release policy			No	Yes	0	2019-11-01		Primary		lishjin@student.sysu.edu.cn	Li Shengjin	lishjin@student.sysu.edu.cn	Sheng-Jin Li	lishjin@student.sysu.edu.cn	Sheng-Jin Li			No	0									Level 4: Annotation-Directed	Complete	Metagenome	Environmental	Aquatic	Groundwater	Freshwater	Acid Mine Drainage					No															140	Shaoguan,China	Acid mine drainage 	Acid mine drainage	China	24.61435			113.6714			2.6				2009/9/25			0											0	0	0	0	0	0	11409966	18305	5599	2	0	5890056	51.62	11370939	99.66	0	0	18039	98.55	266	1.45	22	6	8	0	8	0	244	0	0	0	10867	59.37	7172	39.18	0	0	4872	26.62	0	0	0	0	0	0	10752	58.74	0	0	10568	57.73	0	0	4675	25.54	5143	28.1	12896	70.45	8114	44.33	9925	54.22	3308	18.07	14731	80.48	0	0	0	0	0	0	0	0	3988	21.79	3000	16.39	0	0	0	0	0	0	2256	0	2554	1250	0	0	0	0	0	7	4	2852491	5.7	5	4	2.64	0	0	0				0	0	0	0	0	0	
2010484004	*Microbiome	Permanent Draft	Acid Mine Drainage (AMD) microbial and viral communities from Richmond mine, Iron Mountain, CA	Acid Mine Drainage (ARMAN) microbial communities from Richmond mine, Iron Mountain, CA, sample from Ultra Back A BS v1	DOE Joint Genome Institute (JGI), University of California, Berkeley	2010484004	Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	Acid Mine Drainage (AMD) microbial and viral communities from Richmond mine, Iron Mountain, CA		0	0	0	173	Ga0026418	Metagenome Analysis	Gp0051182	Gs0053288	2008-05-30					No	Yes	0	2013-04-18		Reanalysis		sgtringe@lbl.gov	Susannah Tringe	jbanfield@berkeley.edu	Jill Banfield	jill@eps.berkeley.edu, jbanfield@berkeley.edu	Banfield, Jillian F., Jill Banfield	DOEM	2005	Yes	16811	14961025			PRJNA337102	SAMN05518013			Sanger		Complete	Metagenome	Environmental	Aquatic	Groundwater	Freshwater	Acid Mine Drainage					No																Iron Mountain California	Acid Mine Drainage (AMD)	Acid mine drainage	USA	40.678099			-122.515068			0.83-1.28				2005/1/1			0											0	0	0	0	0	0	20656958	25801	17295	1	54	8693054	42.08	20632812	99.88	0	0	25493	98.81	308	1.19	0	0	0	0	0	0	308	0	0	0	13988	54.21	11505	44.59	0	0	9972	38.65	0	0	0	0	0	0	14957	57.97	0	0	14108	54.68	0	0	4022	15.59	4252	16.48	21241	82.33	6623	25.67	18870	73.14	2932	11.36	22561	87.44	0	0	0	0	0	0	0	0	4599	17.82	4389	17.01	0	0	0	0	0	0	2326	0	2453	1034	0	0	0	0	0	0	0	0	4.55	4	1	3.56	16811	1362532	0		Unrestricted		0	0	0	0	0	0	
3300042779	*Microbiome	Permanent Draft	Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA	Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Utica-2 Time Series 2014_10_16 NMDC pilot	DOE Joint Genome Institute (JGI)	3300042779	Environmental	Terrestrial	Deep subsurface	Shale gas reservoir	Flow back/Produced fluids	Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA		0	0	IMG Annotation Pipeline v.5.0.20	246655	Ga0482163	Metagenome Analysis	Gp0119852	Gs0114675	2021-01-06	Metaspades v. 3.13.0	NMDC pilot metagenomes should be public			Yes	Yes	0	2021-03-01		Reanalysis				kwrighton@gmail.com; mike.wilkins@colostate.edu	Kelly Wrighton; Michael Wilkins	kwrighton@gmail.com	Kelly Wrighton	CSP	2015	Yes	0	30510171			PRJNA375200	SAMN06343768			Illumina HiSeq 2500-1TB	Level 1: Standard Draft	Complete	Metagenome	Environmental	Terrestrial	Shale gas reservoir	Deep subsurface	Flow back/Produced fluids					No														2000		USA: Ohio	Deep subsurface	Deep subsurface aqueous sample	USA	40.178			-81.073	below detection		5.8			100267 mg/L	2014/10/16	65 C		0											0	0	0	0	0	0	9418521	16368	9345	0	37	3728097	39.58	9372824	99.51	0	0	16134	98.57	234	1.43	65	11	19	0	35	0	169	0	0	0	12764	77.98	3370	20.59	0	0	0	0	0	0	0	0	0	0	12358	75.5	0	0	10733	65.57	3032	19	4908	29.99	5250	32.07	10884	66.5	8932	54.57	7202	44	3190	19.49	12944	79.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2682	0	2685	1249	0	0	0	0	0	0	4	2354630	4.01	4	4	1.5	0	0	1082650	1777			0	0	0	0	0	0	
